name,rating,genre,year,score,director,budget,gross,company,time
Night Shift,R,Comedy,1982,6.6,Ron Howard,35633551.262477234,21095638.0,Major Studio Partners,1980's
Summer Lovers,R,Comedy,1982,5.7,Randal Kleiser,35633551.262477234,4968000.0,Filmways Pictures,1980's
Victor Victoria,PG,Comedy,1982,7.6,Blake Edwards,35633551.262477234,28229046.0,Metro-Goldwyn-Mayer (MGM),1980's
The Last Unicorn,G,Animation,1982,7.4,Jules Bass,3500000.0,6455330.0,Rankin/Bass Productions,1980's
The Entity,R,Drama,1982,6.7,Sidney J. Furie,9000000.0,13277558.0,American Cinema Productions,1980's
Airplane II: the Sequel,PG,Comedy,1982,6.2,Ken Finkleman,15000000.0,27150534.0,Paramount Pictures,1980's
The Toy,PG,Comedy,1982,5.8,Richard Donner,17000000.0,47118057.0,Columbia Pictures,1980's
The House on Sorority Row,R,Horror,1982,6.0,Mark Rosman,425000.0,10604986.0,VAE Productions,1980's
Evil Under the Sun,PG,Crime,1982,7.1,Guy Hamilton,10000000.0,6110670.0,EMI Films,1980's
The Sword and the Sorcerer,R,Action,1982,5.6,Albert Pyun,35633551.262477234,39103425.0,Sorcerer Productions,1980's
Death Wish II,R,Action,1982,6.0,Michael Winner,2000000.0,16100000.0,Golan-Globus Productions,1980's
Silent Rage,R,Action,1982,5.5,Michael Miller,4500000.0,10490791.0,Columbia Pictures,1980's
Megaforce,PG,Action,1982,3.7,Hal Needham,20000000.0,5675599.0,Golden Harvest Company,1980's
Personal Best,R,Drama,1982,6.3,Robert Towne,16000000.0,5672311.0,The Geffen Company,1980's
Dead Men Don't Wear Plaid,PG,Comedy,1982,6.9,Carl Reiner,9000000.0,18196170.0,Aspen Film Society,1980's
Amityville II: The Possession,R,Horror,1982,5.5,Damiano Damiani,5000000.0,12534817.0,Dino De Laurentiis Company,1980's
Missing,PG,Biography,1982,7.7,Costa-Gavras,9500000.0,14000000.0,PolyGram Filmed Entertainment,1980's
Frances,R,Biography,1982,7.3,Graeme Clifford,35633551.262477234,78599553.90186103,Brooksfilms,1980's
The Seduction,R,Thriller,1982,4.9,David Schmoeller,35633551.262477234,11378339.0,The Romantic Venture,1980's
Cannery Row,PG,Comedy,1982,6.7,David S. Ward,11300000.0,5301539.0,Chai Productions,1980's
Deathtrap,PG,Comedy,1982,7.0,Sidney Lumet,35633551.262477234,19282134.0,Warner Bros.,1980's
Tex,PG,Drama,1982,6.5,Tim Hunter,35633551.262477234,7400000.0,Walt Disney Productions,1980's
Time Walker,PG,Horror,1982,3.6,Tom Kennedy,750000.0,78599553.90186103,Byzantine Productions,1980's
"I, the Jury",R,Crime,1982,5.9,Richard T. Heffron,35633551.262477234,1515578.0,American Cinema Productions,1980's
Tempest,PG,Comedy,1982,6.5,Paul Mazursky,13000000.0,5005245.0,Columbia Pictures,1980's
Young Doctors in Love,R,Comedy,1982,5.5,Garry Marshall,35633551.262477234,30688860.0,ABC Motion Pictures,1980's
My Favorite Year,PG,Comedy,1982,7.4,Richard Benjamin,35633551.262477234,20123620.0,Metro-Goldwyn-Mayer (MGM),1980's
Still of the Night,PG,Crime,1982,6.1,Robert Benton,10000000.0,5979947.0,United Artists,1980's
Parasite,R,Horror,1982,3.9,Charles Band,800000.0,2270.0,Embassy Pictures,1980's
Making Love,R,Drama,1982,6.9,Arthur Hiller,35633551.262477234,11897978.0,IndieProd Company Productions,1980's
Honkytonk Man,PG,Comedy,1982,6.6,Clint Eastwood,2000000.0,4484991.0,The Malpaso Company,1980's
The Beast Within,R,Horror,1982,5.6,Philippe Mora,35633551.262477234,7742572.0,Katzka,1980's
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,Comedy,1982,7.2,Robert Altman,850000.0,840958.0,Sandcastle 5 Productions,1980's
The Final Option,R,Action,1982,6.4,Ian Sharp,6000000.0,2666873.0,Richmond Light Horse Productions,1980's
Trail of the Pink Panther,PG,Comedy,1982,5.0,Blake Edwards,6000000.0,9056073.0,United Artists,1980's
The Sender,R,Drama,1982,6.0,Roger Christian,35633551.262477234,1054328.0,Paramount Pictures,1980's
The Border,R,Crime,1982,6.4,Tony Richardson,22000000.0,6118683.0,Efer Productions,1980's
Kiss Me Goodbye,PG,Comedy,1982,6.0,Robert Mulligan,35633551.262477234,15782759.0,Twentieth Century Fox,1980's
A Midsummer Night's Sex Comedy,PG,Comedy,1982,6.6,Woody Allen,35633551.262477234,9077269.0,Jack Rollins & Charles H. Joffe Productions,1980's
Vice Squad,R,Action,1982,6.5,Gary Sherman,35633551.262477234,13253583.0,AVCO Embassy Pictures,1980's
Best Friends,PG,Comedy,1982,5.5,Norman Jewison,15000000.0,36821203.0,Warner Bros.,1980's
Shoot the Moon,R,Drama,1982,6.9,Alan Parker,12000000.0,9217530.0,Metro-Goldwyn-Mayer (MGM),1980's
Lookin' to Get Out,R,Comedy,1982,5.1,Hal Ashby,17000000.0,946461.0,Lorimar Productions,1980's
Barbarosa,PG,Western,1982,6.4,Fred Schepisi,11000000.0,1736123.0,Incorporated Television Company (ITC),1980's
Visiting Hours,R,Horror,1982,5.7,Jean-Claude Lord,35633551.262477234,13258670.0,Canadian Film Development Corporation (CFDC),1980's
A Little Sex,R,Comedy,1982,4.9,Bruce Paltrow,35633551.262477234,2370376.0,Company Four,1980's
Class Reunion,R,Comedy,1982,4.7,Michael Miller,35633551.262477234,10054150.0,ABC Motion Pictures,1980's
Hanky Panky,PG,Action,1982,5.6,Sidney Poitier,35633551.262477234,9823934.0,Columbia Pictures,1980's
Author! Author!,PG,Comedy,1982,6.2,Arthur Hiller,35633551.262477234,13111101.0,Twentieth Century Fox,1980's
Split Image,R,Drama,1982,6.5,Ted Kotcheff,35633551.262477234,263635.0,PolyGram Filmed Entertainment,1980's
The Challenge,R,Action,1982,6.3,John Frankenheimer,35633551.262477234,2977706.0,CBS Theatrical Films,1980's
The Soldier,R,Action,1982,5.3,James Glickenhaus,4000000.0,6328816.0,James Glickenhaus,1980's
Wrong Is Right,R,Comedy,1982,5.7,Richard Brooks,10000000.0,3583513.0,Columbia Pictures,1980's
Six Weeks,PG,Drama,1982,5.7,Tony Bill,35633551.262477234,6668025.0,PolyGram Pictures,1980's
The State of Things,R,Drama,1982,7.0,Wim Wenders,35633551.262477234,3700.0,Gray City,1980's
Jekyll and Hyde... Together Again,R,Sci-Fi,1982,6.2,Jerry Belson,5000000.0,3792188.0,Paramount Pictures,1980's
Forced Vengeance,R,Action,1982,5.6,James Fargo,5000000.0,6660333.0,Metro-Goldwyn-Mayer (MGM),1980's
The Missionary,R,Comedy,1982,6.2,Richard Loncraine,35633551.262477234,7241180.0,HandMade Films,1980's
The Escape Artist,PG,Comedy,1982,6.2,Caleb Deschanel,35633551.262477234,143369.0,Zoetrope Studios,1980's
Night Crossing,PG,Drama,1982,6.5,Delbert Mann,10000000.0,8000000.0,Walt Disney Productions,1980's
Endangered Species,R,Drama,1982,5.9,Alan Rudolph,35633551.262477234,1474249.0,Alive Enterprises,1980's
Things Are Tough All Over,R,Action,1982,6.0,Thomas K. Avildsen,7000000.0,21134374.0,C & C Brown Production,1980's
Homework,R,Comedy,1982,3.5,James Beshears,35633551.262477234,2914328.0,Jensen Farley Pictures,1980's
Jinxed!,R,Comedy,1982,4.7,Don Siegel,13400000.0,2869638.0,Herb Jaffe,1980's
The Return of Martin Guerre,Not Rated,Biography,1982,7.4,Daniel Vigne,35633551.262477234,3723036.0,S.F.P.C.,1980's
They Call Me Bruce,PG,Action,1982,5.7,Elliott Hong,35633551.262477234,16894678.0,Gold Pine Productions,1980's
Some Kind of Hero,R,Comedy,1982,5.8,Michael Pressman,35633551.262477234,23671186.0,Paramount Pictures,1980's
Hammett,PG,Crime,1982,6.5,Wim Wenders,35633551.262477234,42914.0,Orion Pictures,1980's
Five Days One Summer,PG,Drama,1982,6.1,Fred Zinnemann,15000000.0,199078.0,Cable and Wireless Finance,1980's
Penitentiary II,R,Crime,1982,4.4,Jamaa Fanaka,35633551.262477234,3178542.0,Bob-Bea Productions,1980's
If You Could See What I Hear,PG,Biography,1982,6.8,Eric Till,35633551.262477234,8693512.0,Cypress Grove,1980's
Partners,R,Comedy,1982,5.3,James Burrows,6000000.0,6062898.0,Paramount Pictures,1980's
Richard Pryor: Live on the Sunset Strip,R,Comedy,1982,7.7,Joe Layton,35633551.262477234,36299720.0,Columbia Pictures,1980's
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,G,Animation,1982,7.1,Directors,35633551.262477234,78350.0,Warner Bros. Animation,1980's
Monsignor,R,Crime,1982,5.1,Frank Perry,35633551.262477234,12408066.0,Frank Yablans Presentations,1980's
"Yes, Giorgio",PG,Comedy,1982,3.9,Franklin J. Schaffner,19000000.0,2279543.0,Metro-Goldwyn-Mayer (MGM),1980's
I Ought to Be in Pictures,PG,Comedy,1982,6.2,Herbert Ross,35633551.262477234,6968359.0,Twentieth Century Fox,1980's
La traviata,G,Drama,1982,7.2,Franco Zeffirelli,35633551.262477234,3783329.0,Accent Films B.V.,1980's
Fighting Back,R,Action,1982,6.1,Lewis Teague,35633551.262477234,3355948.0,Permut Presentations,1980's
Kamikaze 89,Not Rated,Sci-Fi,1982,5.8,Wolf Gremm,35633551.262477234,22440.0,Regina Ziegler Filmproduktion,1980's
The Wizard of Oz,Not Rated,Animation,1982,6.8,Fumihiko Takayama,35633551.262477234,78599553.90186103,Alan Enterprises,1980's
Heidi's Song,G,Animation,1982,6.3,Robert Taylor,35633551.262477234,5124391.0,Hanna-Barbera Productions,1980's
Love Child,R,Crime,1982,5.7,Larry Peerce,35633551.262477234,78599553.90186103,The Ladd Company,1980's
Boardinghouse,R,Comedy,1982,3.8,John Wintergate,10000.0,78599553.90186103,Blustarr,1980's
Experience Preferred... But Not Essential,PG,Drama,1982,7.0,Peter Duffell,35633551.262477234,78599553.90186103,Channel Four Film,1980's
The Personals,PG,Comedy,1982,6.7,Peter Markle,435000.0,78599553.90186103,Blueline Productions,1980's
Lonely Hearts,R,Comedy,1982,6.8,Paul Cox,35633551.262477234,777087.0,Adam Packer Film Productions,1980's
Scarface,R,Crime,1983,8.3,Brian De Palma,25000000.0,65884703.0,Universal Pictures,1980's
The Outsiders,PG,Crime,1983,7.1,Francis Ford Coppola,10000000.0,25697647.0,Zoetrope Studios,1980's
Star Wars: Episode VI - Return of the Jedi,PG,Action,1983,8.3,Richard Marquand,32500000.0,475106177.0,Lucasfilm,1980's
Risky Business,R,Comedy,1983,6.8,Paul Brickman,6200000.0,63541777.0,The Geffen Company,1980's
National Lampoon's Vacation,R,Adventure,1983,7.4,Harold Ramis,15000000.0,61399552.0,National Lampoon,1980's
Trading Places,R,Comedy,1983,7.5,John Landis,15000000.0,90404800.0,Cinema Group Ventures,1980's
Superman III,PG,Action,1983,5.0,Richard Lester,39000000.0,59950623.0,Dovemead Films,1980's
The Big Chill,R,Comedy,1983,7.2,Lawrence Kasdan,8000000.0,56399659.0,Columbia Pictures,1980's
Staying Alive,PG,Drama,1983,4.7,Sylvester Stallone,22000000.0,64892670.0,Paramount Pictures,1980's
Jaws 3-D,PG,Adventure,1983,3.7,Joe Alves,20500000.0,87987055.0,Universal Pictures,1980's
Christine,R,Horror,1983,6.7,John Carpenter,9700000.0,21017849.0,Columbia Pictures,1980's
Sleepaway Camp,R,Horror,1983,6.3,Robert Hiltzik,350000.0,78599553.90186103,American Eagle Films,1980's
Flashdance,R,Drama,1983,6.2,Adrian Lyne,4000000.0,92921203.0,Paramount Pictures,1980's
WarGames,PG,Action,1983,7.1,John Badham,12000000.0,79567667.0,United Artists,1980's
The Right Stuff,PG,Adventure,1983,7.8,Philip Kaufman,27000000.0,21192315.0,The Ladd Company,1980's
Krull,PG,Action,1983,6.1,Peter Yates,47000000.0,16916617.0,Columbia Pictures,1980's
Spring Break,R,Comedy,1983,4.9,Sean S. Cunningham,35633551.262477234,24071666.0,Columbia Pictures,1980's
The Dead Zone,R,Drama,1983,7.2,David Cronenberg,10000000.0,20766616.0,Dino De Laurentiis Company,1980's
Octopussy,PG,Action,1983,6.5,John Glen,27500000.0,67893619.0,United Artists,1980's
Private School,R,Comedy,1983,5.3,Noel Black,3500000.0,14049540.0,Unity Productions,1980's
Valley Girl,R,Comedy,1983,6.4,Martha Coolidge,350000.0,17343596.0,Atlantic Entertainment Group,1980's
Rumble Fish,R,Crime,1983,7.2,Francis Ford Coppola,10000000.0,2494480.0,Zoetrope Studios,1980's
Videodrome,R,Horror,1983,7.2,David Cronenberg,5952000.0,2120439.0,Filmplan International,1980's
Terms of Endearment,PG,Comedy,1983,7.4,James L. Brooks,8000000.0,108423749.0,Paramount Pictures,1980's
Twilight Zone: The Movie,PG,Horror,1983,6.5,Directors,10000000.0,29450919.0,Amblin Entertainment,1980's
Never Say Never Again,PG,Action,1983,6.2,Irvin Kershner,36000000.0,55432841.0,TaliaFilm II Productions,1980's
A Christmas Story,PG,Comedy,1983,7.9,Bob Clark,3300000.0,20653717.0,Metro-Goldwyn-Mayer (MGM),1980's
Cujo,R,Horror,1983,6.1,Lewis Teague,5000000.0,21156152.0,Sunn Classic Pictures,1980's
Sudden Impact,R,Action,1983,6.6,Clint Eastwood,22000000.0,67642693.0,Warner Bros.,1980's
The Hunger,R,Drama,1983,6.7,Tony Scott,35633551.262477234,5988322.0,Metro-Goldwyn-Mayer (MGM),1980's
Mr. Mom,PG,Comedy,1983,6.6,Stan Dragoti,35633551.262477234,64783827.0,Sherwood Productions,1980's
Blue Thunder,R,Action,1983,6.4,John Badham,22000000.0,42313354.0,Columbia Pictures,1980's
Breathless,R,Action,1983,5.9,Jim McBride,7500000.0,19910002.0,Breathless Associates,1980's
Psycho II,R,Crime,1983,6.5,Richard Franklin,5000000.0,34725000.0,Universal Pictures,1980's
Local Hero,PG,Comedy,1983,7.4,Bill Forsyth,35633551.262477234,5899678.0,Enigma Productions,1980's
Bad Boys,R,Crime,1983,7.2,Rick Rosenthal,35633551.262477234,9190819.0,EMI Films,1980's
Silkwood,R,Biography,1983,7.2,Mike Nichols,10000000.0,35615609.0,ABC Motion Pictures,1980's
All the Right Moves,R,Drama,1983,5.9,Michael Chapman,5600000.0,17233166.0,Lucille Ball Productions,1980's
The Keep,R,Drama,1983,5.7,Michael Mann,11000000.0,4218594.0,Paramount Pictures,1980's
My Tutor,R,Comedy,1983,5.2,George Bowers,35633551.262477234,22587834.0,Marimark Productions,1980's
Yentl,PG,Drama,1983,6.6,Barbra Streisand,12000000.0,40218899.0,Ladbroke,1980's
Fire and Ice,PG,Animation,1983,6.6,Ralph Bakshi,1200000.0,760883.0,Polyc International BV,1980's
Eddie and the Cruisers,PG,Drama,1983,6.9,Martin Davidson,35633551.262477234,4786789.0,Aurora,1980's
Yellowbeard,PG,Action,1983,6.0,Mel Damski,6500000.0,4300000.0,Seagoat Films,1980's
The Meaning of Life,R,Comedy,1983,7.5,Terry Jones,9000000.0,14949697.0,Celandine Films,1980's
Nostalghia,Not Rated,Drama,1983,8.1,Andrei Tarkovsky,35633551.262477234,55269.0,Rai 2,1980's
Hot Dog... The Movie,R,Comedy,1983,5.0,Peter Markle,35633551.262477234,20307325.0,Edward S. Feldman Productions,1980's
Smokey and the Bandit Part 3,PG,Action,1983,3.5,Dick Lowry,35633551.262477234,5678950.0,Universal Pictures,1980's
Deathstalker,R,Action,1983,4.6,James Sbardellati,457000.0,11919250.0,Aries Cinematográfica Argentina,1980's
Porky's II: The Next Day,R,Comedy,1983,5.0,Bob Clark,6500000.0,33759266.0,Astral Bellevue Pathé,1980's
Something Wicked This Way Comes,PG,Fantasy,1983,6.8,Jack Clayton,19000000.0,8400000.0,Walt Disney Productions,1980's
Tender Mercies,PG,Drama,1983,7.4,Bruce Beresford,35633551.262477234,8443124.0,Antron Media Production,1980's
Star 80,R,Biography,1983,6.7,Bob Fosse,12000000.0,6472990.0,The Ladd Company,1980's
Gorky Park,R,Crime,1983,6.7,Michael Apted,15000000.0,15856028.0,Eagle Associates.,1980's
Lone Wolf McQuade,PG,Action,1983,6.3,Steve Carver,5000000.0,12232628.0,1818 Productions,1980's
Easy Money,R,Comedy,1983,6.3,James Signorelli,35633551.262477234,29309766.0,Easy Money Associates,1980's
Merry Christmas Mr. Lawrence,R,Drama,1983,7.3,Nagisa Ôshima,35633551.262477234,2306560.0,National Film Trustee Company,1980's
Losin' It,R,Comedy,1983,4.9,Curtis Hanson,7000000.0,1246141.0,Tiberius Film Productions,1980's
Screwballs,R,Comedy,1983,4.7,Rafal Zielinski,800000.0,2082215.0,Millenium,1980's
Brainstorm,PG,Sci-Fi,1983,6.4,Douglas Trumbull,15000000.0,10219460.0,JF Productions,1980's
The Man with Two Brains,R,Comedy,1983,6.4,Carl Reiner,35633551.262477234,10353438.0,Aspen Film Society,1980's
Angel,R,Action,1983,5.7,Robert Vincent O'Neil,3000000.0,17488564.0,Adams Apple Film Company,1980's
10 to Midnight,R,Crime,1983,6.3,J. Lee Thompson,4520000.0,7175592.0,Cannon Films,1980's
Uncommon Valor,R,Action,1983,6.4,Ted Kotcheff,14500000.0,30503151.0,Paramount Pictures,1980's
Doctor Detroit,R,Comedy,1983,5.2,Michael Pressman,35633551.262477234,10375893.0,Black Rhino Productions,1980's
Mortuary,R,Horror,1983,5.2,Howard Avedis,250000.0,4319001.0,Hickmar Productions,1980's
Stroker Ace,PG,Action,1983,4.9,Hal Needham,35633551.262477234,13000000.0,Universal Pictures,1980's
Sahara,PG,Adventure,1983,5.0,Andrew V. McLaglen,25000000.0,1402962.0,Cabal Film,1980's
Two of a Kind,PG,Comedy,1983,4.7,John Herzfeld,14000000.0,23646952.0,Twentieth Century Fox,1980's
Chained Heat,R,Action,1983,5.0,Paul Nicholas,1250000.0,6149983.0,Heat GBR,1980's
Spacehunter: Adventures in the Forbidden Zone,PG,Action,1983,5.5,Lamont Johnson,14400000.0,16478265.0,Columbia Pictures,1980's
High Road to China,PG,Adventure,1983,6.1,Brian G. Hutton,19000000.0,28445927.0,City Films,1980's
Never Cry Wolf,PG,Adventure,1983,7.5,Carroll Ballard,35633551.262477234,29600000.0,Walt Disney Pictures,1980's
The Pirates of Penzance,G,Comedy,1983,7.1,Wilford Leach,35633551.262477234,694497.0,Universal Pictures,1980's
Rock & Rule,PG,Animation,1983,6.5,Clive Smith,8000000.0,30379.0,Nelvana,1980's
Hercules,PG,Adventure,1983,4.0,Luigi Cozzi,2500000.0,10676194.0,Cannon Films Inc.,1980's
Educating Rita,PG,Comedy,1983,7.2,Lewis Gilbert,35633551.262477234,14648076.0,Acorn Pictures,1980's
Under Fire,R,Drama,1983,7.0,Roger Spottiswoode,9500000.0,5696391.0,Cinema '84,1980's
Amityville 3-D,PG,Horror,1983,4.1,Richard Fleischer,6000000.0,6333135.0,De Laurentiis Entertainment Group (DEG),1980's
Testament,PG,Drama,1983,7.0,Lynne Littman,35633551.262477234,2044892.0,Paramount Pictures,1980's
The Osterman Weekend,R,Action,1983,5.9,Sam Peckinpah,6500000.0,6486797.0,Osterman Weekend Associates,1980's
Revenge of the Ninja,R,Action,1983,6.1,Sam Firstenberg,700000.0,13168027.0,Cannon Films,1980's
Zelig,PG,Comedy,1983,7.7,Woody Allen,35633551.262477234,11798616.0,Jack Rollins & Charles H. Joffe Productions,1980's
Independence Day,R,Drama,1983,6.5,Robert Mandel,35633551.262477234,78599553.90186103,Warner Bros.,1980's
Escape from the Bronx,R,Action,1983,4.6,Enzo G. Castellari,35633551.262477234,78599553.90186103,Fulvia Film,1980's
To Be or Not to Be,PG,Comedy,1983,6.8,Alan Johnson,9000000.0,13030214.0,Brooksfilms,1980's
Eureka,R,Drama,1983,6.0,Nicolas Roeg,35633551.262477234,123572.0,Recorded Picture Company (RPC),1980's
The Wicked Lady,R,Adventure,1983,4.7,Michael Winner,8000000.0,724912.0,Golan-Globus Productions,1980's
Still Smokin,R,Comedy,1983,5.6,Tommy Chong,35633551.262477234,15543710.0,Paramount Pictures,1980's
"Yor, the Hunter from the Future",PG,Action,1983,4.4,Antonio Margheriti,35633551.262477234,2810199.0,Diamant Film,1980's
Of Unknown Origin,R,Horror,1983,6.1,George P. Cosmatos,4000000.0,1080470.0,Warner Bros.,1980's
Curse of the Pink Panther,PG,Comedy,1983,4.3,Blake Edwards,11000000.0,4491986.0,United Artists,1980's
D.C. Cab,R,Action,1983,5.5,Joel Schumacher,8000000.0,16134627.0,RKO Pictures,1980's
Beyond the Limit,R,Drama,1983,5.7,John Mackenzie,11800000.0,5997566.0,World Film Services,1980's
The Survivors,R,Comedy,1983,5.8,Michael Ritchie,12000000.0,14000000.0,Rastar Films,1980's
The Lonely Lady,R,Drama,1983,3.0,Peter Sasdy,5000000.0,1223200.0,Harold Robbins International Company,1980's
The Star Chamber,R,Crime,1983,6.3,Peter Hyams,35633551.262477234,5555305.0,Twentieth Century Fox,1980's
The Dresser,PG,Drama,1983,7.6,Peter Yates,35633551.262477234,5310748.0,Columbia Pictures,1980's
The Lords of Discipline,R,Thriller,1983,6.6,Franc Roddam,35633551.262477234,11787127.0,Paramount Pictures,1980's
Cross Creek,PG,Biography,1983,7.0,Martin Ritt,35633551.262477234,78599553.90186103,Thorn EMI Screen Entertainment,1980's
The Man Who Loved Women,R,Comedy,1983,5.3,Blake Edwards,19000000.0,10964740.0,Delphi Films,1980's
Nightmares,R,Horror,1983,5.8,Joseph Sargent,6000000.0,6670680.0,Universal Pictures,1980's
Deal of the Century,PG,Comedy,1983,4.6,William Friedkin,10000000.0,10369581.0,Warner Bros.,1980's
Eddie Macon's Run,PG,Action,1983,5.7,Jeff Kanew,5000000.0,1262691.0,Universal Pictures,1980's
Max Dugan Returns,PG,Comedy,1983,6.6,Herbert Ross,35633551.262477234,17613720.0,Twentieth Century Fox,1980's
The Sting II,PG,Comedy,1983,4.9,Jeremy Kagan,35633551.262477234,6347072.0,Universal Pictures,1980's
Baby It's You,R,Comedy,1983,6.3,John Sayles,3000000.0,1867792.0,Double Play,1980's
Heat and Dust,R,Drama,1983,6.6,James Ivory,35633551.262477234,1772889.0,Merchant Ivory Productions,1980's
Going Berserk,R,Comedy,1983,5.2,David Steinberg,35633551.262477234,78599553.90186103,Les Productions Mutuelles Ltée,1980's
Daniel,R,Drama,1983,6.6,Sidney Lumet,35633551.262477234,687475.0,Paramount Pictures,1980's
Heart Like a Wheel,PG,Biography,1983,6.7,Jonathan Kaplan,35633551.262477234,272278.0,Aurora,1980's
Love Letters,R,Drama,1983,5.9,Amy Holden Jones,550000.0,5269990.0,Millenium,1980's
Get Crazy,R,Comedy,1983,6.7,Allan Arkush,5500000.0,1645711.0,D & P Productions,1980's
